the:DET	air:NOUN	be:AUX	thick:ADJ	with:ADP	5
his:PRON	gaze:NOUN	be:AUX	fix:VERB	,:PUNCT	2
,:PUNCT	turn:VERB	her:PRON	head:NOUN	slightly:ADV	2
turn:VERB	her:PRON	head:NOUN	slightly:ADV	,:PUNCT	2
her:PRON	head:NOUN	slightly:ADV	,:PUNCT	her:PRON	2
her:PRON	expression:NOUN	be:AUX	one:NUM	of:ADP	2
expression:NOUN	be:AUX	one:NUM	of:ADP	quiet:ADJ	2
silent:ADJ	witness:NOUN	to:ADP	the:DET	unfold:VERB	2
witness:NOUN	to:ADP	the:DET	unfold:VERB	drama:NOUN	2
to:ADP	the:DET	unfold:VERB	drama:NOUN	.:PUNCT	2
he:PRON	':PUNCT	s:VERB	on:ADP	a:DET	2
posture:NOUN	suggest:VERB	he:PRON	':PUNCT	s:AUX	2
,:PUNCT	but:CCONJ	the:DET	tension:NOUN	between:ADP	2
but:CCONJ	the:DET	tension:NOUN	between:ADP	they:PRON	2
dimly:ADV	light:VERB	room:NOUN	,:PUNCT	his:PRON	2
light:VERB	room:NOUN	,:PUNCT	his:PRON	expression:NOUN	2
room:NOUN	,:PUNCT	his:PRON	expression:NOUN	tense:ADJ	2
,:PUNCT	his:PRON	expression:NOUN	tense:ADJ	as:SCONJ	2
his:PRON	expression:NOUN	tense:ADJ	as:SCONJ	he:PRON	2
,:PUNCT	his:PRON	posture:NOUN	shift:VERB	from:ADP	2
the:DET	scene:NOUN	shift:NOUN	to:ADP	a:DET	2
suggest:VERB	he:PRON	':PUNCT	s:AUX	be:AUX	2
to:PART	reveal:VERB	the:DET	source:NOUN	of:ADP	2
reveal:VERB	the:DET	source:NOUN	of:ADP	the:DET	2
the:DET	source:NOUN	of:ADP	the:DET	commotion:NOUN	2
on:ADP	the:DET	floor:NOUN	,:PUNCT	his:PRON	2
,:PUNCT	her:PRON	expression:NOUN	one:NUM	of:ADP	2
second:ADJ	woman:NOUN	,:PUNCT	natalie:PROPN	,:PUNCT	2
,:PUNCT	stand:VERB	at:ADP	the:DET	threshold:NOUN	2
,:PUNCT	emphasize:VERB	the:DET	gravity:NOUN	of:ADP	2
emphasize:VERB	the:DET	gravity:NOUN	of:ADP	the:DET	2
,:PUNCT	look:VERB	up:ADP	with:ADP	a:DET	2
her:PRON	eye:NOUN	be:AUX	fix:VERB	on:ADP	2
eye:NOUN	be:AUX	fix:VERB	on:ADP	the:DET	2
mel:PROPN	':PUNCT	s:PART	hand:NOUN	tighten:NOUN	2
':PUNCT	s:PART	hand:NOUN	tighten:NOUN	around:ADP	2
s:PART	hand:NOUN	tighten:NOUN	around:ADP	his:PRON	2
hand:NOUN	tighten:NOUN	around:ADP	his:PRON	weapon:NOUN	2
,:PUNCT	his:PRON	eye:NOUN	narrow:VERB	as:SCONJ	2
his:PRON	eye:NOUN	narrow:VERB	as:SCONJ	he:PRON	2
as:SCONJ	he:PRON	watch:VERB	the:DET	battlefield:NOUN	2
he:PRON	watch:VERB	the:DET	battlefield:NOUN	.:PUNCT	2
the:DET	soldier:NOUN	continue:VERB	to:PART	advance:VERB	2
soldier:NOUN	continue:VERB	to:PART	advance:VERB	,:PUNCT	2
continue:VERB	to:PART	advance:VERB	,:PUNCT	their:PRON	2
to:PART	advance:VERB	,:PUNCT	their:PRON	musket:NOUN	2
advance:VERB	,:PUNCT	their:PRON	musket:NOUN	still:ADV	2
their:PRON	musket:NOUN	still:ADV	smoke:VERB	.:PUNCT	2
the:DET	call:NOUN	center:NOUN	':PUNCT	s:PART	2
call:NOUN	center:NOUN	':PUNCT	s:PART	operation:NOUN	2
in:ADP	a:DET	white:ADJ	shirt:NOUN	and:CCONJ	2
his:PRON	expression:NOUN	be:AUX	one:NUM	of:ADP	2
,:PUNCT	and:CCONJ	he:PRON	be:AUX	ready:ADJ	2
and:CCONJ	he:PRON	be:AUX	ready:ADJ	to:PART	2
on:ADP	the:DET	man:NOUN	in:ADP	the:DET	2
the:DET	man:NOUN	in:ADP	the:DET	white:ADJ	2
man:NOUN	in:ADP	the:DET	white:ADJ	shirt:NOUN	2
still:ADV	on:ADP	the:DET	phone:NOUN	,:PUNCT	2
,:PUNCT	his:PRON	expression:NOUN	unreadable:ADJ	.:PUNCT	2
be:AUX	observe:VERB	or:CCONJ	wait:VERB	for:ADP	2
,:PUNCT	seem:VERB	to:PART	be:AUX	enjoy:VERB	2
seem:VERB	to:PART	be:AUX	enjoy:VERB	the:DET	2
':PUNCT	s:PART	grip:NOUN	tighten:NOUN	,:PUNCT	2
,:PUNCT	as:SCONJ	if:SCONJ	he:PRON	':PUNCT	2
as:SCONJ	if:SCONJ	he:PRON	':PUNCT	s:AUX	2
philip:PROPN	turn:VERB	,:PUNCT	his:PRON	back:NOUN	2
turn:VERB	,:PUNCT	his:PRON	back:NOUN	to:ADP	2
to:ADP	the:DET	camera:NOUN	,:PUNCT	walk:VERB	2
the:DET	door:NOUN	close:VERB	behind:ADP	he:PRON	2
door:NOUN	close:VERB	behind:ADP	he:PRON	,:PUNCT	2
close:VERB	behind:ADP	he:PRON	,:PUNCT	leave:VERB	2
behind:ADP	he:PRON	,:PUNCT	leave:VERB	mark:PROPN	2
he:PRON	,:PUNCT	leave:VERB	mark:PROPN	alone:ADV	2
,:PUNCT	leave:VERB	mark:PROPN	alone:ADV	again:ADV	2
leave:VERB	mark:PROPN	alone:ADV	again:ADV	,:PUNCT	2
mark:PROPN	alone:ADV	again:ADV	,:PUNCT	his:PRON	2
alone:ADV	again:ADV	,:PUNCT	his:PRON	head:NOUN	2
again:ADV	,:PUNCT	his:PRON	head:NOUN	in:ADP	2
in:ADP	his:PRON	hand:NOUN	,:PUNCT	defeat:VERB	2
his:PRON	hand:NOUN	,:PUNCT	defeat:VERB	.:PUNCT	2
,:PUNCT	his:PRON	eye:NOUN	fix:VERB	on:ADP	2
,:PUNCT	walk:VERB	away:ADV	from:ADP	the:DET	2
he:PRON	':PUNCT	s:VERB	not:PART	just:ADV	2
,:PUNCT	but:CCONJ	he:PRON	':PUNCT	s:VERB	2
what:PRON	':PUNCT	s:AUX	go:VERB	to:PART	2
':PUNCT	s:AUX	go:VERB	to:PART	happen:VERB	2
':PUNCT	s:AUX	go:VERB	to:PART	be:AUX	2
s:AUX	not:PART	go:VERB	to:PART	get:VERB	2
,:PUNCT	watch:VERB	the:DET	scene:NOUN	unfold:VERB	2
the:DET	scene:NOUN	as:SCONJ	the:DET	carriage:NOUN	2
with:ADP	a:DET	thoughtful:ADJ	expression:NOUN	.:PUNCT	2
expression:NOUN	one:NUM	of:ADP	concern:NOUN	or:CCONJ	2
behind:ADP	she:PRON	,:PUNCT	the:DET	carriage:NOUN	2
she:PRON	,:PUNCT	the:DET	carriage:NOUN	':PUNCT	2
,:PUNCT	the:DET	carriage:NOUN	':PUNCT	s:PART	2
the:DET	carriage:NOUN	':PUNCT	s:PART	horse:NOUN	2
carriage:NOUN	':PUNCT	s:PART	horse:NOUN	stand:VERB	2
':PUNCT	s:PART	horse:NOUN	stand:VERB	still:ADV	2
s:PART	horse:NOUN	stand:VERB	still:ADV	,:PUNCT	2
horse:NOUN	stand:VERB	still:ADV	,:PUNCT	and:CCONJ	2
stand:VERB	still:ADV	,:PUNCT	and:CCONJ	a:DET	2
still:ADV	,:PUNCT	and:CCONJ	a:DET	figure:NOUN	2
,:PUNCT	and:CCONJ	a:DET	figure:NOUN	in:ADP	2
and:CCONJ	a:DET	figure:NOUN	in:ADP	a:DET	2
a:DET	figure:NOUN	in:ADP	a:DET	dark:ADJ	2
figure:NOUN	in:ADP	a:DET	dark:ADJ	coat:NOUN	2
in:ADP	a:DET	dark:ADJ	coat:NOUN	be:AUX	2
a:DET	dark:ADJ	coat:NOUN	be:AUX	visible:ADJ	2
dark:ADJ	coat:NOUN	be:AUX	visible:ADJ	in:ADP	2
coat:NOUN	be:AUX	visible:ADJ	in:ADP	the:DET	2
be:AUX	visible:ADJ	in:ADP	the:DET	distance:NOUN	2
visible:ADJ	in:ADP	the:DET	distance:NOUN	,:PUNCT	2
in:ADP	the:DET	distance:NOUN	,:PUNCT	possibly:ADV	2
the:DET	distance:NOUN	,:PUNCT	possibly:ADV	the:DET	2
distance:NOUN	,:PUNCT	possibly:ADV	the:DET	driver:NOUN	2
,:PUNCT	possibly:ADV	the:DET	driver:NOUN	or:CCONJ	2
possibly:ADV	the:DET	driver:NOUN	or:CCONJ	another:DET	2
the:DET	driver:NOUN	or:CCONJ	another:DET	attendant:NOUN	2
driver:NOUN	or:CCONJ	another:DET	attendant:NOUN	.:PUNCT	2
the:DET	room:NOUN	be:AUX	clutter:VERB	with:ADP	2
he:PRON	seem:VERB	to:PART	be:AUX	listen:VERB	2
the:DET	tension:NOUN	between:ADP	they:PRON	be:AUX	2
tension:NOUN	between:ADP	they:PRON	be:AUX	palpable:ADJ	2
a:DET	man:NOUN	in:ADP	a:DET	blue:ADJ	2
man:NOUN	in:ADP	a:DET	blue:ADJ	jumpsuit:NOUN	2
a:DET	woman:NOUN	in:ADP	a:DET	purple:ADJ	2
woman:NOUN	in:ADP	a:DET	purple:ADJ	coat:NOUN	2
with:ADP	his:PRON	free:ADJ	hand:NOUN	,:PUNCT	2
the:DET	man:NOUN	in:ADP	the:DET	blue:ADJ	2
man:NOUN	in:ADP	the:DET	blue:ADJ	jumpsuit:NOUN	2
in:ADP	the:DET	blue:ADJ	jumpsuit:NOUN	be:AUX	2
the:DET	man:NOUN	in:ADP	the:DET	bathrobe:NOUN	2
raise:VERB	in:ADP	a:DET	gesture:NOUN	of:ADP	2
,:PUNCT	catch:VERB	off:ADP	guard:NOUN	,:PUNCT	2
,:PUNCT	the:DET	fire:NOUN	now:ADV	a:DET	2
the:DET	fire:NOUN	,:PUNCT	once:ADV	a:DET	2
sean:ADJ	,:PUNCT	beside:ADP	he:PRON	,:PUNCT	2
now:ADV	seat:VERB	at:ADP	a:DET	table:NOUN	2
sit:VERB	at:ADP	a:DET	table:NOUN	,:PUNCT	2
perch:VERB	on:ADP	paul:PROPN	':PUNCT	s:PART	2
on:ADP	paul:PROPN	':PUNCT	s:PART	shoulder:NOUN	2
paul:PROPN	':PUNCT	s:PART	shoulder:NOUN	,:PUNCT	2
shoulder:NOUN	,:PUNCT	seem:VERB	to:PART	be:AUX	2
a:DET	close:ADJ	-:PUNCT	up:NOUN	reveal:VERB	2
,:PUNCT	as:SCONJ	if:SCONJ	the:DET	very:ADJ	2
the:DET	hallway:NOUN	be:AUX	empty:ADJ	except:SCONJ	2
hallway:NOUN	be:AUX	empty:ADJ	except:SCONJ	for:ADP	2
the:DET	dimly:ADV	light:VERB	room:NOUN	hum:NOUN	1
dimly:ADV	light:VERB	room:NOUN	hum:NOUN	with:ADP	1
light:VERB	room:NOUN	hum:NOUN	with:ADP	tension:NOUN	1
room:NOUN	hum:NOUN	with:ADP	tension:NOUN	as:SCONJ	1
hum:NOUN	with:ADP	tension:NOUN	as:SCONJ	jeremy:PROPN	1
with:ADP	tension:NOUN	as:SCONJ	jeremy:PROPN	lean:VERB	1
tension:NOUN	as:SCONJ	jeremy:PROPN	lean:VERB	forward:ADV	1
as:SCONJ	jeremy:PROPN	lean:VERB	forward:ADV	,:PUNCT	1
jeremy:PROPN	lean:VERB	forward:ADV	,:PUNCT	his:PRON	1
lean:VERB	forward:ADV	,:PUNCT	his:PRON	voice:NOUN	1
forward:ADV	,:PUNCT	his:PRON	voice:NOUN	low:ADJ	1
,:PUNCT	his:PRON	voice:NOUN	low:ADJ	and:CCONJ	1
his:PRON	voice:NOUN	low:ADJ	and:CCONJ	urgent:ADJ	1
voice:NOUN	low:ADJ	and:CCONJ	urgent:ADJ	,:PUNCT	1
low:ADJ	and:CCONJ	urgent:ADJ	,:PUNCT	confront:VERB	1
and:CCONJ	urgent:ADJ	,:PUNCT	confront:VERB	the:DET	1
urgent:ADJ	,:PUNCT	confront:VERB	the:DET	old:ADJ	1
,:PUNCT	confront:VERB	the:DET	old:ADJ	man:NOUN	1
confront:VERB	the:DET	old:ADJ	man:NOUN	seat:VERB	1
the:DET	old:ADJ	man:NOUN	seat:VERB	across:ADP	1
old:ADJ	man:NOUN	seat:VERB	across:ADP	from:ADP	1
man:NOUN	seat:VERB	across:ADP	from:ADP	he:PRON	1
seat:VERB	across:ADP	from:ADP	he:PRON	.:PUNCT	1
the:DET	old:ADJ	man:NOUN	,:PUNCT	his:PRON	1
old:ADJ	man:NOUN	,:PUNCT	his:PRON	face:NOUN	1
man:NOUN	,:PUNCT	his:PRON	face:NOUN	etch:VERB	1
,:PUNCT	his:PRON	face:NOUN	etch:VERB	with:ADP	1
his:PRON	face:NOUN	etch:VERB	with:ADP	weary:ADJ	1
face:NOUN	etch:VERB	with:ADP	weary:ADJ	calculation:NOUN	1
etch:VERB	with:ADP	weary:ADJ	calculation:NOUN	,:PUNCT	1
with:ADP	weary:ADJ	calculation:NOUN	,:PUNCT	listen:VERB	1
weary:ADJ	calculation:NOUN	,:PUNCT	listen:VERB	with:ADP	1
calculation:NOUN	,:PUNCT	listen:VERB	with:ADP	narrow:VERB	1
,:PUNCT	listen:VERB	with:ADP	narrow:VERB	eye:NOUN	1
listen:VERB	with:ADP	narrow:VERB	eye:NOUN	,:PUNCT	1
with:ADP	narrow:VERB	eye:NOUN	,:PUNCT	the:DET	1
narrow:VERB	eye:NOUN	,:PUNCT	the:DET	champagne:NOUN	1
eye:NOUN	,:PUNCT	the:DET	champagne:NOUN	flute:NOUN	1
,:PUNCT	the:DET	champagne:NOUN	flute:NOUN	on:ADP	1
the:DET	champagne:NOUN	flute:NOUN	on:ADP	the:DET	1
champagne:NOUN	flute:NOUN	on:ADP	the:DET	table:NOUN	1
flute:NOUN	on:ADP	the:DET	table:NOUN	a:DET	1
on:ADP	the:DET	table:NOUN	a:DET	silent:ADJ	1
the:DET	table:NOUN	a:DET	silent:ADJ	witness:NOUN	1
table:NOUN	a:DET	silent:ADJ	witness:NOUN	to:ADP	1
silent:ADJ	witness:NOUN	to:ADP	the:DET	gravity:NOUN	1
witness:NOUN	to:ADP	the:DET	gravity:NOUN	of:ADP	1
to:ADP	the:DET	gravity:NOUN	of:ADP	their:PRON	1
the:DET	gravity:NOUN	of:ADP	their:PRON	exchange:NOUN	1
gravity:NOUN	of:ADP	their:PRON	exchange:NOUN	.:PUNCT	1
behind:ADP	they:PRON	,:PUNCT	a:DET	third:ADJ	1
they:PRON	,:PUNCT	a:DET	third:ADJ	figure:NOUN	1
,:PUNCT	a:DET	third:ADJ	figure:NOUN	stand:VERB	1
a:DET	third:ADJ	figure:NOUN	stand:VERB	,:PUNCT	1
third:ADJ	figure:NOUN	stand:VERB	,:PUNCT	observe:VERB	1
figure:NOUN	stand:VERB	,:PUNCT	observe:VERB	the:DET	1
stand:VERB	,:PUNCT	observe:VERB	the:DET	unfold:VERB	1
,:PUNCT	observe:VERB	the:DET	unfold:VERB	drama:NOUN	1
observe:VERB	the:DET	unfold:VERB	drama:NOUN	with:ADP	1
the:DET	unfold:VERB	drama:NOUN	with:ADP	detach:VERB	1
unfold:VERB	drama:NOUN	with:ADP	detach:VERB	interest:NOUN	1
drama:NOUN	with:ADP	detach:VERB	interest:NOUN	,:PUNCT	1
with:ADP	detach:VERB	interest:NOUN	,:PUNCT	a:DET	1
detach:VERB	interest:NOUN	,:PUNCT	a:DET	silent:ADJ	1
interest:NOUN	,:PUNCT	a:DET	silent:ADJ	presence:NOUN	1
,:PUNCT	a:DET	silent:ADJ	presence:NOUN	in:ADP	1
a:DET	silent:ADJ	presence:NOUN	in:ADP	the:DET	1
silent:ADJ	presence:NOUN	in:ADP	the:DET	shadowed:ADJ	1
presence:NOUN	in:ADP	the:DET	shadowed:ADJ	corner:NOUN	1
in:ADP	the:DET	shadowed:ADJ	corner:NOUN	.:PUNCT	1
christian:PROPN	,:PUNCT	his:PRON	aviator:NOUN	glass:NOUN	1
,:PUNCT	his:PRON	aviator:NOUN	glass:NOUN	reflect:VERB	1
his:PRON	aviator:NOUN	glass:NOUN	reflect:VERB	the:DET	1
aviator:NOUN	glass:NOUN	reflect:VERB	the:DET	flicker:VERB	1
glass:NOUN	reflect:VERB	the:DET	flicker:VERB	light:NOUN	1
reflect:VERB	the:DET	flicker:VERB	light:NOUN	,:PUNCT	1
the:DET	flicker:VERB	light:NOUN	,:PUNCT	watch:VERB	1
flicker:VERB	light:NOUN	,:PUNCT	watch:VERB	the:DET	1
light:NOUN	,:PUNCT	watch:VERB	the:DET	conversation:NOUN	1
,:PUNCT	watch:VERB	the:DET	conversation:NOUN	with:ADP	1
watch:VERB	the:DET	conversation:NOUN	with:ADP	a:DET	1
the:DET	conversation:NOUN	with:ADP	a:DET	calculate:VERB	1
conversation:NOUN	with:ADP	a:DET	calculate:VERB	gaze:NOUN	1
with:ADP	a:DET	calculate:VERB	gaze:NOUN	.:PUNCT	1
his:PRON	expression:NOUN	be:AUX	unreadable:ADJ	,:PUNCT	1
expression:NOUN	be:AUX	unreadable:ADJ	,:PUNCT	a:DET	1
be:AUX	unreadable:ADJ	,:PUNCT	a:DET	mask:NOUN	1
unreadable:ADJ	,:PUNCT	a:DET	mask:NOUN	of:ADP	1
,:PUNCT	a:DET	mask:NOUN	of:ADP	calm:NOUN	1
a:DET	mask:NOUN	of:ADP	calm:NOUN	beneath:ADP	1
mask:NOUN	of:ADP	calm:NOUN	beneath:ADP	the:DET	1
of:ADP	calm:NOUN	beneath:ADP	the:DET	simmer:VERB	1
calm:NOUN	beneath:ADP	the:DET	simmer:VERB	intensity:NOUN	1
beneath:ADP	the:DET	simmer:VERB	intensity:NOUN	.:PUNCT	1
he:PRON	sip:VERB	from:ADP	his:PRON	glass:NOUN	1
sip:VERB	from:ADP	his:PRON	glass:NOUN	,:PUNCT	1
from:ADP	his:PRON	glass:NOUN	,:PUNCT	his:PRON	1
his:PRON	glass:NOUN	,:PUNCT	his:PRON	finger:NOUN	1
glass:NOUN	,:PUNCT	his:PRON	finger:NOUN	rest:VERB	1
,:PUNCT	his:PRON	finger:NOUN	rest:VERB	lightly:ADV	1
his:PRON	finger:NOUN	rest:VERB	lightly:ADV	on:ADP	1
finger:NOUN	rest:VERB	lightly:ADV	on:ADP	the:DET	1
rest:VERB	lightly:ADV	on:ADP	the:DET	rim:NOUN	1
lightly:ADV	on:ADP	the:DET	rim:NOUN	,:PUNCT	1
on:ADP	the:DET	rim:NOUN	,:PUNCT	as:SCONJ	1
the:DET	rim:NOUN	,:PUNCT	as:SCONJ	if:SCONJ	1
rim:NOUN	,:PUNCT	as:SCONJ	if:SCONJ	the:DET	1
,:PUNCT	as:SCONJ	if:SCONJ	the:DET	liquid:NOUN	1
as:SCONJ	if:SCONJ	the:DET	liquid:NOUN	hold:VERB	1
if:SCONJ	the:DET	liquid:NOUN	hold:VERB	the:DET	1
the:DET	liquid:NOUN	hold:VERB	the:DET	weight:NOUN	1
liquid:NOUN	hold:VERB	the:DET	weight:NOUN	of:ADP	1
hold:VERB	the:DET	weight:NOUN	of:ADP	the:DET	1
the:DET	weight:NOUN	of:ADP	the:DET	decision:NOUN	1
weight:NOUN	of:ADP	the:DET	decision:NOUN	they:PRON	1
of:ADP	the:DET	decision:NOUN	they:PRON	be:AUX	1
the:DET	decision:NOUN	they:PRON	be:AUX	about:ADJ	1
decision:NOUN	they:PRON	be:AUX	about:ADJ	to:PART	1
they:PRON	be:AUX	about:ADJ	to:PART	make:VERB	1
be:AUX	about:ADJ	to:PART	make:VERB	.:PUNCT	1
the:DET	camera:NOUN	linger:VERB	on:ADP	christian:PROPN	1
camera:NOUN	linger:VERB	on:ADP	christian:PROPN	':PUNCT	1
linger:VERB	on:ADP	christian:PROPN	':PUNCT	s:PART	1
on:ADP	christian:PROPN	':PUNCT	s:PART	face:NOUN	1
christian:PROPN	':PUNCT	s:PART	face:NOUN	,:PUNCT	1
':PUNCT	s:PART	face:NOUN	,:PUNCT	capture:VERB	1
s:PART	face:NOUN	,:PUNCT	capture:VERB	the:DET	1
face:NOUN	,:PUNCT	capture:VERB	the:DET	subtle:ADJ	1
,:PUNCT	capture:VERB	the:DET	subtle:ADJ	shift:NOUN	1
capture:VERB	the:DET	subtle:ADJ	shift:NOUN	in:ADP	1
the:DET	subtle:ADJ	shift:NOUN	in:ADP	his:PRON	1
subtle:ADJ	shift:NOUN	in:ADP	his:PRON	expression:NOUN	1
shift:NOUN	in:ADP	his:PRON	expression:NOUN	—:PUNCT	1
in:ADP	his:PRON	expression:NOUN	—:PUNCT	a:DET	1
his:PRON	expression:NOUN	—:PUNCT	a:DET	flicker:NOUN	1
expression:NOUN	—:PUNCT	a:DET	flicker:NOUN	of:ADP	1
—:PUNCT	a:DET	flicker:NOUN	of:ADP	something:PRON	1
a:DET	flicker:NOUN	of:ADP	something:PRON	unreadable:ADJ	1
flicker:NOUN	of:ADP	something:PRON	unreadable:ADJ	behind:ADP	1
of:ADP	something:PRON	unreadable:ADJ	behind:ADP	his:PRON	1
something:PRON	unreadable:ADJ	behind:ADP	his:PRON	glass:NOUN	1
unreadable:ADJ	behind:ADP	his:PRON	glass:NOUN	.:PUNCT	1
gaze:NOUN	be:AUX	fix:VERB	,:PUNCT	not:PART	1
be:AUX	fix:VERB	,:PUNCT	not:PART	on:ADP	1
fix:VERB	,:PUNCT	not:PART	on:ADP	jeremy:PROPN	1
,:PUNCT	not:PART	on:ADP	jeremy:PROPN	or:CCONJ	1
not:PART	on:ADP	jeremy:PROPN	or:CCONJ	the:DET	1
on:ADP	jeremy:PROPN	or:CCONJ	the:DET	old:ADJ	1
jeremy:PROPN	or:CCONJ	the:DET	old:ADJ	man:NOUN	1
or:CCONJ	the:DET	old:ADJ	man:NOUN	,:PUNCT	1
the:DET	old:ADJ	man:NOUN	,:PUNCT	but:CCONJ	1
old:ADJ	man:NOUN	,:PUNCT	but:CCONJ	on:ADP	1
man:NOUN	,:PUNCT	but:CCONJ	on:ADP	something:PRON	1
,:PUNCT	but:CCONJ	on:ADP	something:PRON	beyond:ADP	1
but:CCONJ	on:ADP	something:PRON	beyond:ADP	the:DET	1
on:ADP	something:PRON	beyond:ADP	the:DET	frame:NOUN	1
something:PRON	beyond:ADP	the:DET	frame:NOUN	,:PUNCT	1
beyond:ADP	the:DET	frame:NOUN	,:PUNCT	as:SCONJ	1
the:DET	frame:NOUN	,:PUNCT	as:SCONJ	if:SCONJ	1
frame:NOUN	,:PUNCT	as:SCONJ	if:SCONJ	he:PRON	1
as:SCONJ	if:SCONJ	he:PRON	be:AUX	already:ADV	1
if:SCONJ	he:PRON	be:AUX	already:ADV	envision:VERB	1
he:PRON	be:AUX	already:ADV	envision:VERB	the:DET	1
be:AUX	already:ADV	envision:VERB	the:DET	consequence:NOUN	1
already:ADV	envision:VERB	the:DET	consequence:NOUN	of:ADP	1
envision:VERB	the:DET	consequence:NOUN	of:ADP	their:PRON	1
the:DET	consequence:NOUN	of:ADP	their:PRON	word:NOUN	1
consequence:NOUN	of:ADP	their:PRON	word:NOUN	.:PUNCT	1
the:DET	room:NOUN	':PUNCT	s:PART	opulent:ADJ	1
room:NOUN	':PUNCT	s:PART	opulent:ADJ	decor:NOUN	1
':PUNCT	s:PART	opulent:ADJ	decor:NOUN	feel:VERB	1
s:PART	opulent:ADJ	decor:NOUN	feel:VERB	suddenly:ADV	1
opulent:ADJ	decor:NOUN	feel:VERB	suddenly:ADV	claustrophobic:ADJ	1
decor:NOUN	feel:VERB	suddenly:ADV	claustrophobic:ADJ	,:PUNCT	1
feel:VERB	suddenly:ADV	claustrophobic:ADJ	,:PUNCT	the:DET	1
suddenly:ADV	claustrophobic:ADJ	,:PUNCT	the:DET	chandelier:NOUN	1
claustrophobic:ADJ	,:PUNCT	the:DET	chandelier:NOUN	cast:VERB	1
,:PUNCT	the:DET	chandelier:NOUN	cast:VERB	long:ADV	1
the:DET	chandelier:NOUN	cast:VERB	long:ADV	,:PUNCT	1
chandelier:NOUN	cast:VERB	long:ADV	,:PUNCT	dance:VERB	1
cast:VERB	long:ADV	,:PUNCT	dance:VERB	shadow:NOUN	1
long:ADV	,:PUNCT	dance:VERB	shadow:NOUN	that:PRON	1
,:PUNCT	dance:VERB	shadow:NOUN	that:PRON	seem:VERB	1
dance:VERB	shadow:NOUN	that:PRON	seem:VERB	to:PART	1
shadow:NOUN	that:PRON	seem:VERB	to:PART	mirror:VERB	1
that:PRON	seem:VERB	to:PART	mirror:VERB	his:PRON	1
seem:VERB	to:PART	mirror:VERB	his:PRON	inner:ADJ	1
to:PART	mirror:VERB	his:PRON	inner:ADJ	turmoil:NOUN	1
mirror:VERB	his:PRON	inner:ADJ	turmoil:NOUN	.:PUNCT	1
jennifer:PROPN	,:PUNCT	her:PRON	blonde:ADJ	hair:NOUN	1
,:PUNCT	her:PRON	blonde:ADJ	hair:NOUN	style:VERB	1
her:PRON	blonde:ADJ	hair:NOUN	style:VERB	in:ADP	1
blonde:ADJ	hair:NOUN	style:VERB	in:ADP	an:DET	1
hair:NOUN	style:VERB	in:ADP	an:DET	elegant:ADJ	1
