Unnamed: 0,Selection_Freq,Avg_Std_Coef,Sign_Consistency,CI_Lower,CI_Upper,p_approx,Odds_Ratio,Percent_Change_Odds,Reliable,Reliability_Score,Feature_Group,coarse_feature_group
n_PUNCT_PunctType_Quot,1.0,0.0595271134839417,1.0,0.0350540215120459,0.0854312334294517,0.0,1.0613345370663523,6.133453706635228,True,0.7178581340451825,morphology,morpho-syntactic
n_high_Auditory_sensorimotor,1.0,-0.0595255362418092,1.0,-0.07164217062772,-0.0455321965365925,0.0,0.9422114727440162,-5.778852725598382,True,0.7178576608725428,psycholinguistic,psycholinguistic
n_high_Gustatory_sensorimotor,1.0,0.0593400437431943,1.0,0.0441491185174821,0.074347470762989,0.0,1.0611360120592468,6.113601205924679,True,0.7178020131229582,psycholinguistic,psycholinguistic
n_dependency_acl,1.0,0.0590970904385692,1.0,0.0439288741001747,0.0706875304714937,0.0,1.0608782368733949,6.087823687339489,True,0.7177291271315707,dependency,syntax
n_CCONJ_ConjType_Cmp,1.0,0.0580478258526769,1.0,0.0295120348343299,0.0926155643986341,0.0,1.0597656786955207,5.976567869552074,True,0.717414347755803,morphology,morpho-syntactic
n_high_Foot_leg_sensorimotor,1.0,0.0577283166989644,1.0,0.0446811125688356,0.0698059681736853,0.0,1.0594271279482987,5.942712794829874,True,0.7173184950096892,psycholinguistic,psycholinguistic
n_person,1.0,-0.055857932554783,1.0,-0.0838661195482624,-0.0300679583684979,0.0,0.9456734757622202,-5.432652423777984,True,0.7167573797664348,lexical,lexical-semantic
avg_prevalence,1.0,0.0557101087499089,1.0,0.0263475603726085,0.0897675271482837,0.0,1.0572911398563205,5.7291139856320505,True,0.7167130326249727,psycholinguistic,psycholinguistic
n_VERB_Number_Sing,1.0,0.0548821575442956,1.0,0.0423011948510121,0.0665061432377932,0.0,1.056416116670629,5.641611667062896,True,0.7164646472632886,morphology,morpho-syntactic
corr_det_var,1.0,-0.0544109559222853,1.0,-0.067066156827454,-0.043573436670148,0.0,0.9470428336591367,-5.295716634086334,True,0.7163232867766856,lexical_variation,lexical-semantic
